color_string,hex,starttime,time_stamp
light red,#fe9997,2020-02-19 08:12:08.000000,2020-02-19 08:13:08.510138
blue,#030ac7,2020-02-19 08:13:28.000000,2020-02-19 08:13:45.038693
violet,#8430c0,2020-02-19 08:13:45.000000,2020-02-19 08:13:58.221326
intense violet,#340564,2020-02-19 08:13:58.000000,2020-02-19 08:14:20.229508
purple-red,#8f0a47,2020-02-19 08:14:20.000000,2020-02-19 08:14:52.815289
green,#16821a,2020-02-19 08:14:52.000000,2020-02-19 08:15:07.120315
pink-purple,#993da1,2020-02-19 08:15:19.000000,2020-02-19 08:15:44.441085
dark blue,#15065a,2020-02-19 08:15:44.000000,2020-02-19 08:16:00.647812
black-brown,#250c02,2020-02-19 08:16:00.000000,2020-02-19 08:16:27.942011
greenish-blue,#1c8074,2020-02-19 08:16:27.000000,2020-02-19 08:16:43.911113
dark turquiose,#135b80,2020-02-19 08:16:43.000000,2020-02-19 08:16:59.947792
deep brown,#903f06,2020-02-19 08:07:32.000000,2020-02-19 08:21:43.706783
red-violet,#80072f,2020-02-19 08:21:43.000000,2020-02-19 08:22:17.118112
whiteish colorless,#fdfddc,2020-02-19 08:22:17.000000,2020-02-19 08:22:42.465318
yellowish yellow,#f9f7ac,2020-02-19 08:22:42.000000,2020-02-19 08:22:53.153683
amber,#f67c07,2020-02-19 08:21:36.000000,2020-02-19 08:23:06.717687
golden yellow,#f1b81d,2020-02-19 08:22:53.000000,2020-02-19 08:23:17.915351
jasmine,#efefb3,2020-02-19 08:26:38.000000,2020-02-19 08:28:08.204706
deep blue,#171580,2020-02-19 08:28:08.000000,2020-02-19 08:29:30.226640
courless,#000000,2020-02-19 08:29:37.000000,2020-02-19 08:30:08.539057
cyan,#00fffb,2020-02-19 08:29:30.000000,2020-02-19 08:30:10.085955
dark purplish-red,#ff0000,2020-02-19 08:30:10.000000,2020-02-19 08:30:23.619119
pale blue,#4ceef8,2020-02-19 08:30:08.000000,2020-02-19 08:31:22.553804
primrose yellow,#f4d637,2020-02-19 08:30:23.000000,2020-02-19 08:31:37.649904
brown orange,#b4570b,2020-02-19 08:31:22.000000,2020-02-19 08:31:42.292854
brown,#412000,2020-02-19 08:31:32.000000,2020-02-19 08:31:53.423006
black red,#b62919,2020-02-19 08:31:42.000000,2020-02-19 08:31:56.185152
black green,#0b2e04,2020-02-19 08:31:53.000000,2020-02-19 08:32:10.208911
golden yellow,#dfc917,2020-02-19 08:31:56.000000,2020-02-19 08:32:12.222963
pink-violet,#f503fd,2020-02-19 08:32:10.000000,2020-02-19 08:32:35.781523
grey,#747474,2020-02-19 08:32:35.000000,2020-02-19 08:33:06.471362
turquoise blue,#02c2ca,2020-02-19 08:33:06.000000,2020-02-19 08:33:15.618807
pale yellow,#f9dc23,2020-02-19 08:33:56.000000,2020-02-19 08:34:28.931509
amber,#f7860b,2020-02-19 08:34:28.000000,2020-02-19 08:34:55.520983
red-brown,#6a383a,2020-02-19 08:34:33.000000,2020-02-19 08:35:20.175198
glaucous,#6499f0,2020-02-19 08:34:55.000000,2020-02-19 08:35:25.266714
black green,#0a2308,2020-02-19 08:35:20.000000,2020-02-19 08:35:35.443156
deep blue-black,#03272f,2020-02-19 08:35:35.000000,2020-02-19 08:35:48.046096
light purple,#a44fda,2020-02-19 08:35:25.000000,2020-02-19 08:35:48.209366
deep purple,#930463,2020-02-19 08:35:48.000000,2020-02-19 08:36:15.049438
black-brown,#281001,2020-02-19 08:35:48.000000,2020-02-19 08:36:29.896106
green-yellow,#95d246,2020-02-19 08:36:15.000000,2020-02-19 08:36:54.021038
purple-red,#c71864,2020-02-19 08:38:23.000000,2020-02-19 08:39:01.710886
red-brown,#dc340d,2020-02-19 08:39:01.000000,2020-02-19 08:39:24.481379
green/brown,#708104,2020-02-19 08:39:24.000000,2020-02-19 08:40:10.550820
deep blue,#0c07b1,2020-02-19 08:40:10.000000,2020-02-19 08:40:21.968384
red-orange,#ea3b08,2020-02-19 08:40:21.000000,2020-02-19 08:40:39.156665
magenta,#dd191c,2020-02-19 08:42:17.000000,2020-02-19 08:42:25.633784
green/brown,#677235,2020-02-19 08:42:25.000000,2020-02-19 08:42:33.783686
pale blue,#5a84fa,2020-02-19 08:42:33.000000,2020-02-19 08:42:42.661631
claybank,#dbcc96,2020-02-19 08:42:42.000000,2020-02-19 08:42:52.753117
yellowish,#fefe72,2020-02-19 08:42:52.000000,2020-02-19 08:43:19.826030
ruby red,#ec2974,2020-02-19 08:43:10.000000,2020-02-19 08:43:29.579290
green blue,#129078,2020-02-19 08:43:29.000000,2020-02-19 08:44:01.921777
orange yellow,#eed412,2020-02-19 08:44:01.000000,2020-02-19 08:44:38.327278
purple,#bc16c7,2020-02-19 08:44:38.000000,2020-02-19 08:44:53.661281
greenish-yellow,#b8ff05,2020-02-19 08:44:32.000000,2020-02-19 08:45:03.075681
black,#000105,2020-02-19 08:44:53.000000,2020-02-19 08:45:17.696567
red purple,#b1126c,2020-02-19 08:45:03.000000,2020-02-19 08:45:43.530375
crimson,#D01676,2020-02-19 08:45:43.000000,2020-02-19 08:45:47.590787
yellow green,#bbf505,2020-02-19 08:45:47.000000,2020-02-19 08:45:57.818260
magenta,#fd00ec,2020-02-19 08:45:57.000000,2020-02-19 08:46:18.352144
green/brown,#533235,2020-02-19 08:51:57.000000,2020-02-19 08:52:12.792085
pink/purple,#6e2a66,2020-02-19 08:52:12.000000,2020-02-19 08:52:15.464169
dark red,#649c61,2020-02-19 08:52:15.000000,2020-02-19 08:52:17.235404
grey,#191b34,2020-02-19 08:52:17.000000,2020-02-19 08:52:18.630292
greenish blue,#4a2a1b,2020-02-19 08:52:18.000000,2020-02-19 08:52:20.285628
dull dark black,#110a11,2020-02-19 08:52:26.000000,2020-02-19 08:52:55.098668
light green,#418c60,2020-02-19 08:52:55.000000,2020-02-19 08:53:17.651635
bright yellow,#f5fe28,2020-02-19 08:53:17.000000,2020-02-19 08:53:34.222576
blackish purple,#430852,2020-02-19 08:52:30.000000,2020-02-19 08:53:37.421634
reddish brown,#63021a,2020-02-19 08:53:34.000000,2020-02-19 08:53:46.400676
amaranthine,#DC3691,2020-02-19 08:53:46.000000,2020-02-19 08:53:52.982133
light,#f0f4bc,2020-02-19 08:53:37.000000,2020-02-19 08:54:25.602200
greenish-blue,#4feeaf,2020-02-19 08:54:13.000000,2020-02-19 08:54:53.928715
light-brown,#ae7d62,2020-02-19 08:54:25.000000,2020-02-19 08:55:04.889153
navy blue,#2226f7,2020-02-19 08:54:53.000000,2020-02-19 08:55:04.998279
primrose yellow,#fff52f,2020-02-19 08:55:05.000000,2020-02-19 08:55:23.614352
purple-blue,#8b24f4,2020-02-19 08:55:04.000000,2020-02-19 08:55:24.299271
black green,#155003,2020-02-19 08:55:23.000000,2020-02-19 08:55:34.090027
turquoise blue,#89f4ff,2020-02-19 08:54:23.000000,2020-02-19 08:55:35.821044
deep blue-black,#01011e,2020-02-19 08:55:34.000000,2020-02-19 08:55:48.001990
amaranthine,#980337,2020-02-19 08:55:24.000000,2020-02-19 08:56:06.834047
pink/purple,#b84ca1,2020-02-19 08:56:11.000000,2020-02-19 08:57:02.882371
pale pink,#a05576,2020-02-19 08:57:02.000000,2020-02-19 08:57:40.590406
jasmine,#f3e7a1,2020-02-19 08:55:35.000000,2020-02-19 08:57:58.742519
yellowish green,#ecfb47,2020-02-19 08:57:40.000000,2020-02-19 08:58:01.709320
beige,#f7c904,2020-02-19 08:58:01.000000,2020-02-19 08:58:18.926759
translucent,#F7882C,2020-02-19 08:57:58.000000,2020-02-19 08:58:35.613318
magenta,#a71f2a,2020-02-19 08:58:18.000000,2020-02-19 08:58:49.189017
deep blue,#0707f8,2020-02-19 08:58:35.000000,2020-02-19 08:58:57.419550
aubergine,#250254,2020-02-19 08:58:57.000000,2020-02-19 08:59:32.729310
yellowish white,#f8f8d8,2020-02-19 09:00:57.000000,2020-02-19 09:01:33.417973
light brown,#b0a097,2020-02-19 09:01:33.000000,2020-02-19 09:02:38.390026
light purple,#dbc6eb,2020-02-19 09:02:38.000000,2020-02-19 09:03:19.609749
yellowish green,#e2f684,2020-02-19 09:03:19.000000,2020-02-19 09:03:47.657073
dark pink,#a403a7,2020-02-19 09:03:47.000000,2020-02-19 09:04:02.714856
pale green,#7af476,2020-02-19 09:10:22.000000,2020-02-19 09:11:10.645121
dark rose,#c83b84,2020-02-19 09:12:37.000000,2020-02-19 09:13:17.344657
deep-blue,#2700d7,2020-02-19 09:13:17.000000,2020-02-19 09:13:34.847442
lilac,#b85cf0,2020-02-19 09:13:34.000000,2020-02-19 09:13:58.263413
pale yellow,#effe6e,2020-02-19 09:11:10.000000,2020-02-19 09:14:15.789912
pale purple,#b06fe9,2020-02-19 09:13:58.000000,2020-02-19 09:14:17.948073
flavescens,#cf6ed7,2020-02-19 09:14:22.000000,2020-02-19 09:14:30.202866
dark-blue,#150246,2020-02-19 09:13:49.000000,2020-02-19 09:14:32.782096
pale red,#e63e57,2020-02-19 09:14:17.000000,2020-02-19 09:15:09.043314
colorless,#ffffff,2020-02-19 09:14:15.000000,2020-02-19 09:15:32.698292
deep red,#980101,2020-02-19 09:14:32.000000,2020-02-19 09:15:36.065693
brown orange,#b35f0e,2020-02-19 09:15:32.000000,2020-02-19 09:16:07.698138
green-brown,#1b2902,2020-02-19 09:16:07.000000,2020-02-19 09:16:30.212160
dark green,#152218,2020-02-19 09:16:31.000000,2020-02-19 09:16:49.708577
light colorless,#dfd7dc,2020-02-19 09:15:36.000000,2020-02-19 09:17:03.717874
yellow green,#1bc530,2020-02-19 09:18:33.000000,2020-02-19 09:18:48.560640
dark pink,#96EB17,2020-02-19 09:18:48.000000,2020-02-19 09:18:50.691563
black green,#0d0426,2020-02-19 09:18:50.000000,2020-02-19 09:19:08.789976
pink-purple,#2f0327,2020-02-19 09:19:08.000000,2020-02-19 09:19:11.843734
red-brown,#3F4831,2020-02-19 09:19:11.000000,2020-02-19 09:19:14.033953
mauve,#823583,2020-02-19 09:17:03.000000,2020-02-19 09:19:29.842470
deep brown,#402323,2020-02-19 09:19:29.000000,2020-02-19 09:20:17.981867
colorless,#b3d52e,2020-02-19 09:20:59.000000,2020-02-19 09:21:37.235868
jonquil,#F518FB,2020-02-19 09:21:37.000000,2020-02-19 09:21:42.851899
green yellow,#9e20e6,2020-02-19 09:21:42.000000,2020-02-19 09:22:12.024767
turquoise,#c3cf84,2020-02-19 09:22:12.000000,2020-02-19 09:22:35.541870
peach,#f5b163,2020-02-19 09:22:14.000000,2020-02-19 09:22:47.906834
gold,#fae100,2020-02-19 09:22:47.000000,2020-02-19 09:23:18.499344
green-brown,#5f664d,2020-02-19 09:22:56.000000,2020-02-19 09:23:44.246309
light orange,#fcc574,2020-02-19 09:23:18.000000,2020-02-19 09:23:52.992729
reddish brown,#b53214,2020-02-19 09:23:44.000000,2020-02-19 09:23:54.233887
scarlet,#d70c0b,2020-02-19 09:23:54.000000,2020-02-19 09:24:03.052496
green,#04fd02,2020-02-19 09:23:53.000000,2020-02-19 09:24:04.789781
orange brown,#c15716,2020-02-19 09:24:03.000000,2020-02-19 09:24:20.638075
turquoise,#05fbe2,2020-02-19 09:24:04.000000,2020-02-19 09:24:31.950240
aquamarine,#1fbe77,2020-02-19 09:24:20.000000,2020-02-19 09:24:32.507592
reddish,#f8a7a9,2020-02-19 09:25:20.000000,2020-02-19 09:25:29.511662
aquamarine,#14f8ff,2020-02-19 09:25:29.000000,2020-02-19 09:25:44.728292
black,#000000,2020-02-19 09:25:44.000000,2020-02-19 09:25:54.153566
orange brown,#87530e,2020-02-19 09:25:54.000000,2020-02-19 09:26:02.846496
deep green,#184c1c,2020-02-19 09:26:02.000000,2020-02-19 09:26:17.001184
dark green,#076812,2020-02-19 09:30:20.000000,2020-02-19 09:30:29.529460
navy blue,#16c9da,2020-02-19 09:30:29.000000,2020-02-19 09:30:39.346426
orange-red,#ff7300,2020-02-19 09:30:39.000000,2020-02-19 09:30:50.155353
faint pink,#f7e2e8,2020-02-19 09:30:50.000000,2020-02-19 09:30:56.794369
deep-blue,#0833ff,2020-02-19 09:30:56.000000,2020-02-19 09:31:02.374105
bluish violet,#c389f5,2020-02-19 09:31:06.000000,2020-02-19 09:31:24.165318
black red,#5f3131,2020-02-19 09:33:06.000000,2020-02-19 09:34:17.224734
greenish cyan,#7cd9e0,2020-02-19 09:33:19.000000,2020-02-19 09:34:38.588821
colorless,#ffffff,2020-02-19 09:34:38.000000,2020-02-19 09:35:01.274056
red brown,#f06f0a,2020-02-19 09:34:17.000000,2020-02-19 09:35:04.562095
azure,#a9e753,2020-02-19 09:35:01.000000,2020-02-19 09:35:22.018357
yellowish white,#fff0da,2020-02-19 09:35:35.000000,2020-02-19 09:35:52.855082
deep brown,#572505,2020-02-19 09:35:04.000000,2020-02-19 09:35:57.347368
amber,#ef9d5b,2020-02-19 09:35:22.000000,2020-02-19 09:36:08.163942
light red,#ff9898,2020-02-19 09:35:52.000000,2020-02-19 09:36:10.763730
red-violet,#ff006a,2020-02-19 09:36:10.000000,2020-02-19 09:36:22.794430
yellowish white,#f5efce,2020-02-19 09:35:57.000000,2020-02-19 09:36:23.833552
translucent,#069B4B,2020-02-19 09:36:08.000000,2020-02-19 09:36:44.270192
yellow-orange,#ffc000,2020-02-19 09:36:22.000000,2020-02-19 09:36:47.474412
turquoise blue,#1af0d1,2020-02-19 09:36:23.000000,2020-02-19 09:36:54.940266
blue violet,#6f00ff,2020-02-19 09:36:47.000000,2020-02-19 09:36:58.452491
dark rose,#b13e76,2020-02-19 10:04:11.000000,2020-02-19 10:05:43.544743
yellow green,#bbf415,2020-02-19 10:05:43.000000,2020-02-19 10:06:06.205875
dark violet,#560378,2020-02-19 10:06:06.000000,2020-02-19 10:06:13.875351
light violet,#caabf0,2020-02-19 10:06:13.000000,2020-02-19 10:06:21.395375
dark purplish-red,#e8bed7,2020-02-19 10:06:17.000000,2020-02-19 10:06:35.835131
yellowish green,#a7b13a,2020-02-19 10:06:17.000000,2020-02-19 10:06:43.633797
white,#f9f8f6,2020-02-19 10:06:21.000000,2020-02-19 10:07:09.979342
dull dark black,#0a0808,2020-02-19 10:06:35.000000,2020-02-19 10:07:10.900351
deep blue,#0e047f,2020-02-19 10:07:10.000000,2020-02-19 10:07:24.652851
yellow-green,#dffc48,2020-02-19 10:06:43.000000,2020-02-19 10:07:31.543494
pale yellow,#f8d206,2020-02-19 10:07:24.000000,2020-02-19 10:07:47.180376
black brown,#3b3b23,2020-02-19 10:07:31.000000,2020-02-19 10:07:48.154206
light,#88fba9,2020-02-19 10:07:47.000000,2020-02-19 10:07:58.564681
colorless,#ffffff,2020-02-19 10:07:48.000000,2020-02-19 10:07:59.946059
cherry red,#dd0718,2020-02-19 10:07:59.000000,2020-02-19 10:08:29.834247
yellow-orange,#ce891b,2020-02-19 10:11:22.000000,2020-02-19 10:12:05.065952
dull dark black,#070707,2020-02-19 10:12:05.000000,2020-02-19 10:12:29.772195
red brown,#671402,2020-02-19 10:12:29.000000,2020-02-19 10:13:17.863692
blue,#196c99,2020-02-19 10:12:50.000000,2020-02-19 10:13:36.334002
yellow green,#eafb27,2020-02-19 10:13:17.000000,2020-02-19 10:13:38.024091
magenta,#e1172b,2020-02-19 10:13:36.000000,2020-02-19 10:13:54.060306
greenish-blue,#03f5aa,2020-02-19 10:13:38.000000,2020-02-19 10:14:00.540362
sky blue,#03eaf8,2020-02-19 10:13:54.000000,2020-02-19 10:14:10.284837
deep-blue,#2528f4,2020-02-19 10:14:10.000000,2020-02-19 10:14:26.034214
magenta,#0d26cb,2020-02-19 10:14:26.000000,2020-02-19 10:14:43.305996
navy blue,#17168e,2020-02-19 10:21:17.000000,2020-02-19 10:21:28.181699
red-orange,#c64c0e,2020-02-19 10:21:28.000000,2020-02-19 10:21:37.969827
black-brown,#2c1606,2020-02-19 10:21:37.000000,2020-02-19 10:22:22.670264
red-orange,#a9420d,2020-02-19 10:22:22.000000,2020-02-19 10:22:30.080796
pink/purple,#9415a5,2020-02-19 10:22:30.000000,2020-02-19 10:22:33.714351
dark violet,#6a0cd6,2020-02-19 10:25:30.000000,2020-02-19 10:25:57.831247
deep blue,#1b1cd1,2020-02-19 10:25:57.000000,2020-02-19 10:26:09.151647
brown-yellow,#c9980b,2020-02-19 10:26:09.000000,2020-02-19 10:26:31.468358
pink,#6EBC9C,2020-02-19 10:26:31.000000,2020-02-19 10:26:37.898543
dark blue,#2900b4,2020-02-19 10:26:37.000000,2020-02-19 10:26:49.335364
purple black,#093F64,2020-02-19 10:27:51.000000,2020-02-19 10:27:52.028231
light brown,#595257,2020-02-19 10:47:56.000000,2020-02-19 10:48:25.982129
dark red,#6b0507,2020-02-19 10:48:25.000000,2020-02-19 10:48:42.873910
pink,#a45aaa,2020-02-19 10:48:42.000000,2020-02-19 10:48:57.593946
deep blue,#2347aa,2020-02-19 10:48:57.000000,2020-02-19 10:49:06.241762
greenish green,#259421,2020-02-19 10:49:06.000000,2020-02-19 10:49:37.283826
greenish cyan,#5ae5d7,2020-02-19 10:55:44.000000,2020-02-19 10:56:34.854149
buff,#c79f17,2020-02-19 10:56:34.000000,2020-02-19 10:57:35.897863
green-brown,#7d8564,2020-02-19 10:57:35.000000,2020-02-19 10:58:07.416350
red-violet,#ab2759,2020-02-19 10:58:07.000000,2020-02-19 10:58:37.350725
amber,#f96a01,2020-02-19 10:58:37.000000,2020-02-19 10:59:24.514074
dark violet,#291448,2020-02-19 10:59:06.000000,2020-02-19 10:59:29.097669
pink-red,#af0168,2020-02-19 10:59:29.000000,2020-02-19 10:59:48.657791
dark rose,#f0c9e6,2020-02-19 10:59:48.000000,2020-02-19 11:00:28.090132
red-brown,#830a0a,2020-02-19 11:00:28.000000,2020-02-19 11:00:45.247374
pale red,#fa6d7d,2020-02-19 11:00:45.000000,2020-02-19 11:01:09.842511
dark yellow,#485109,2020-02-19 11:02:17.000000,2020-02-19 11:02:43.684638
brown-red,#812d0a,2020-02-19 11:02:43.000000,2020-02-19 11:03:08.485923
colorless,#000000,2020-02-19 11:03:08.000000,2020-02-19 11:03:23.156677
dark-blue,#1a0952,2020-02-19 11:03:23.000000,2020-02-19 11:03:30.780504
ruby red,#9c080b,2020-02-19 11:03:30.000000,2020-02-19 11:03:56.669519
golden yellow,#c6a230,2020-02-19 11:27:22.000000,2020-02-19 11:27:36.170491
purple-red,#e41252,2020-02-19 11:27:36.000000,2020-02-19 11:27:58.086301
buff,#000000,2020-02-19 11:27:58.000000,2020-02-19 11:28:08.636048
amber,#c78019,2020-02-19 11:28:08.000000,2020-02-19 11:28:23.447378
green yellow,#b9c588,2020-02-19 11:27:48.000000,2020-02-19 11:28:37.919522
violet red,#9162ba,2020-02-19 11:28:37.000000,2020-02-19 11:28:49.707234
jonquil,#8e6ad7,2020-02-19 11:28:49.000000,2020-02-19 11:28:58.978930
green-brown,#c4cc8b,2020-02-19 11:28:23.000000,2020-02-19 11:29:18.656507
light blue,#83c8d6,2020-02-19 11:28:58.000000,2020-02-19 11:29:28.914192
pale blue,#c8f0f0,2020-02-19 11:29:28.000000,2020-02-19 11:29:41.247157
pale red,#f87e80,2020-02-19 11:32:35.000000,2020-02-19 11:33:23.952722
blackish purple,#320644,2020-02-19 11:33:23.000000,2020-02-19 11:33:51.015682
whiteish colorless,#f4f6f8,2020-02-19 11:33:51.000000,2020-02-19 11:34:53.693861
magenta,#fd00ff,2020-02-19 11:34:53.000000,2020-02-19 11:35:35.919485
violet,#8100ff,2020-02-19 11:35:35.000000,2020-02-19 11:35:47.027353
orange-red,#fd4a00,2020-02-19 11:37:38.000000,2020-02-19 11:37:46.226239
turquoise blue,#06dbd7,2020-02-19 11:37:46.000000,2020-02-19 11:37:57.621591
orange-yellow,#edab07,2020-02-19 11:37:57.000000,2020-02-19 11:38:03.528339
mauve,#b26ba8,2020-02-19 11:38:03.000000,2020-02-19 11:38:09.768443
yellow-orange,#f6a40b,2020-02-19 11:38:09.000000,2020-02-19 11:38:16.707623
greenish-yellow,#a2ee25,2020-02-19 11:56:43.000000,2020-02-19 11:57:02.832248
pink-violet,#e05bda,2020-02-19 11:57:02.000000,2020-02-19 11:57:23.210251
blue violet,#7f6fa6,2020-02-19 11:57:25.000000,2020-02-19 11:57:53.981324
aubergine,#33084d,2020-02-19 11:57:23.000000,2020-02-19 11:58:11.359365
brown yellow,#956300,2020-02-19 11:57:53.000000,2020-02-19 11:58:14.265956
yellow green,#d4ed12,2020-02-19 11:58:11.000000,2020-02-19 11:58:20.058163
orange red,#dd320a,2020-02-19 11:58:14.000000,2020-02-19 11:58:34.559385
jasmine,#8c71df,2020-02-19 11:58:20.000000,2020-02-19 11:58:40.252186
grass green,#3bcc0e,2020-02-19 11:58:34.000000,2020-02-19 11:58:45.994559
jonquil,#f1eb0f,2020-02-19 11:58:45.000000,2020-02-19 11:59:17.472478
blackish purple,#2f0731,2020-02-19 12:13:38.000000,2020-02-19 12:14:10.560391
cherry red,#bc0909,2020-02-19 12:14:10.000000,2020-02-19 12:14:31.975834
pink-purple,#c83ffb,2020-02-19 12:14:31.000000,2020-02-19 12:14:54.316103
dark green,#07310d,2020-02-19 12:14:54.000000,2020-02-19 12:15:09.641617
peach,#f19557,2020-02-19 12:15:09.000000,2020-02-19 12:15:28.398301
aubergine,#2f064b,2020-02-19 12:20:22.000000,2020-02-19 12:20:30.302621
dark red,#700603,2020-02-19 12:20:30.000000,2020-02-19 12:20:38.488658
orange yellow,#edd798,2020-02-19 12:20:38.000000,2020-02-19 12:20:46.486211
violet red,#7d1946,2020-02-19 12:20:46.000000,2020-02-19 12:20:56.193382
deep green,#32b94f,2020-02-19 12:20:56.000000,2020-02-19 12:21:02.586841
red-brown,#6b120b,2020-02-19 12:24:57.000000,2020-02-19 12:25:14.919804
yellow-red,#e1a28b,2020-02-19 12:25:14.000000,2020-02-19 12:25:33.234694
wheat,#92a39e,2020-02-19 12:25:33.000000,2020-02-19 12:25:40.511686
violet,#646450,2020-02-19 12:25:40.000000,2020-02-19 12:25:49.481646
deep blue,#4b4245,2020-02-19 12:25:49.000000,2020-02-19 12:25:58.540167
black red,#723435,2020-02-19 12:31:27.000000,2020-02-19 12:32:03.766076
yellowish yellow,#f8f205,2020-02-19 12:32:03.000000,2020-02-19 12:32:37.527861
dark-blue,#021071,2020-02-19 12:32:37.000000,2020-02-19 12:32:54.608683
orange-yellow,#e4c703,2020-02-19 12:32:54.000000,2020-02-19 12:33:18.502435
lilac,#a605e0,2020-02-19 12:33:18.000000,2020-02-19 12:33:46.878437
yellowish yellow,#c215cc,2020-02-19 12:36:15.000000,2020-02-19 12:36:45.170467
pale purple,#C93EF1,2020-02-19 12:36:45.000000,2020-02-19 12:36:49.377263
red brown,#571EE0,2020-02-19 12:36:49.000000,2020-02-19 12:36:51.290188
amber,#a4da32,2020-02-19 12:36:51.000000,2020-02-19 12:37:00.074186
slightly pink,#26091e,2020-02-19 12:40:12.000000,2020-02-19 12:40:40.551649
red-orange,#3EE627,2020-02-19 12:40:40.000000,2020-02-19 12:40:44.360513
green-yellow,#F33696,2020-02-19 12:40:44.000000,2020-02-19 12:40:45.622791
dark yellow,#281C4E,2020-02-19 12:40:45.000000,2020-02-19 12:40:46.516080
red-violet,#5A31BE,2020-02-19 12:40:46.000000,2020-02-19 12:40:47.574984
amaranthine,#9b3081,2020-02-19 13:00:28.000000,2020-02-19 13:01:10.166337
dark-red,#810101,2020-02-19 13:01:10.000000,2020-02-19 13:01:33.330678
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:01:56.374890
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:01:57.792337
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:01:57.970206
white,#f3f9f5,2020-02-19 13:01:33.000000,2020-02-19 13:01:58.156504
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:00.114257
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:01.509593
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:06.774589
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:09.968718
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:10.989663
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:11.571402
bright yellow,#f6f705,2020-02-19 13:01:58.000000,2020-02-19 13:02:39.739271
orange,#f38c06,2020-02-19 13:02:39.000000,2020-02-19 13:02:54.855186
pink,#d73dc4,2020-02-19 13:13:15.000000,2020-02-19 13:14:25.713648
grey,#5a5f63,2020-02-19 13:14:25.000000,2020-02-19 13:15:23.181870
claybank,#140850,2020-02-19 13:15:23.000000,2020-02-19 13:15:32.393469
pink/purple,#e112e7,2020-02-19 13:15:09.000000,2020-02-19 13:15:39.216110
