color_string,hex,starttime,time_stamp,delta_t,delta_t_seconds,r,g,b,clean_name
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:01:57.792337,0 days 00:02:45.792337000,165.792337,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:01:57.970206,0 days 00:02:45.970206000,165.970206,60,32,39,purple black
white,#f3f9f5,2020-02-19 13:01:33.000000,2020-02-19 13:01:58.156504,0 days 00:00:25.156504000,25.156504,243,249,245,white
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:00.114257,0 days 00:02:48.114257000,168.114257,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:01.509593,0 days 00:02:49.509593000,169.509593,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:06.774589,0 days 00:02:54.774589000,174.774589,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:09.968718,0 days 00:02:57.968718000,177.968718,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:10.989663,0 days 00:02:58.989663000,178.989663,60,32,39,purple black
purple black,#3c2027,2020-02-19 12:59:12.000000,2020-02-19 13:02:11.571402,0 days 00:02:59.571402000,179.571402,60,32,39,purple black
bright yellow,#f6f705,2020-02-19 13:01:58.000000,2020-02-19 13:02:39.739271,0 days 00:00:41.739271000,41.739271,246,247,5,bright yellow
orange,#f38c06,2020-02-19 13:02:39.000000,2020-02-19 13:02:54.855186,0 days 00:00:15.855186000,15.855186,243,140,6,orange
pink,#d73dc4,2020-02-19 13:13:15.000000,2020-02-19 13:14:25.713648,0 days 00:01:10.713648000,70.713648,215,61,196,pink
grey,#5a5f63,2020-02-19 13:14:25.000000,2020-02-19 13:15:23.181870,0 days 00:00:58.181870000,58.18187,90,95,99,grey
claybank,#140850,2020-02-19 13:15:23.000000,2020-02-19 13:15:32.393469,0 days 00:00:09.393469000,9.393469,20,8,80,claybank
pink/purple,#e112e7,2020-02-19 13:15:09.000000,2020-02-19 13:15:39.216110,0 days 00:00:30.216110000,30.21611,225,18,231,pink/purple
dark red,#9c011d,2020-02-19 13:15:32.000000,2020-02-19 13:16:00.243299,0 days 00:00:28.243299000,28.243299,156,1,29,dark red
buff,#8C2B22,2020-02-19 13:16:00.000000,2020-02-19 13:16:08.146223,0 days 00:00:08.146223000,8.146223,140,43,34,buff
pale violet,#6a2ac8,2020-02-19 13:15:39.000000,2020-02-19 13:16:20.143806,0 days 00:00:41.143806000,41.143806,106,42,200,pale violet
black red,#8d0206,2020-02-19 13:16:20.000000,2020-02-19 13:16:43.323155,0 days 00:00:23.323155000,23.323155,141,2,6,black red
magenta,#ff00ee,2020-02-19 13:16:43.000000,2020-02-19 13:17:05.420203,0 days 00:00:22.420203000,22.420203,255,0,238,magenta
dark yellow,#76770c,2020-02-19 13:17:05.000000,2020-02-19 13:17:19.101194,0 days 00:00:14.101194000,14.101194,118,119,12,dark yellow
navy blue,#14079f,2020-02-19 13:35:06.000000,2020-02-19 13:35:41.484668,0 days 00:00:35.484668000,35.484668,20,7,159,navy blue
yellow-orange,#e9ab14,2020-02-19 13:35:41.000000,2020-02-19 13:35:58.621997,0 days 00:00:17.621997000,17.621997,233,171,20,yellow orange
greenish green,#045104,2020-02-19 13:35:58.000000,2020-02-19 13:36:09.310258,0 days 00:00:11.310258000,11.310258,4,81,4,greenish green
black-brown,#4b2204,2020-02-19 13:36:09.000000,2020-02-19 13:36:18.555127,0 days 00:00:09.555127000,9.555127,75,34,4,black brown
brown-yellow,#e5a81c,2020-02-19 13:36:18.000000,2020-02-19 13:36:36.478289,0 days 00:00:18.478289000,18.478289,229,168,28,brown yellow
light red,#f0c2c2,2020-02-19 13:36:45.000000,2020-02-19 13:36:56.739729,0 days 00:00:11.739729000,11.739729,240,194,194,light red
faint pink,#eed0ed,2020-02-19 13:36:56.000000,2020-02-19 13:37:05.835961,0 days 00:00:09.835961000,9.835961,238,208,237,faint pink
claybank,#9f650a,2020-02-19 13:37:05.000000,2020-02-19 13:38:11.978617,0 days 00:01:06.978617000,66.978617,159,101,10,claybank
red-black,#7d140b,2020-02-19 13:38:11.000000,2020-02-19 13:38:24.746971,0 days 00:00:13.746971000,13.746971,125,20,11,red black
dark brown,#5e2907,2020-02-19 13:38:24.000000,2020-02-19 13:38:29.777236,0 days 00:00:05.777236000,5.777236,94,41,7,dark brown
rose,#eed1cb,2020-02-19 13:46:18.000000,2020-02-19 13:47:05.183023,0 days 00:00:47.183023000,47.183023,238,209,203,rose
purple-red,#831010,2020-02-19 13:47:05.000000,2020-02-19 13:47:41.594135,0 days 00:00:36.594135000,36.594135,131,16,16,purple red
green blue,#519d92,2020-02-19 13:47:41.000000,2020-02-19 13:48:04.861966,0 days 00:00:23.861966000,23.861966,81,157,146,green blue
pink-violet,#c288e6,2020-02-19 13:48:04.000000,2020-02-19 13:48:24.392293,0 days 00:00:20.392293000,20.392293,194,136,230,pink violet
red-orange,#e35310,2020-02-19 13:48:24.000000,2020-02-19 13:48:45.236337,0 days 00:00:21.236337000,21.236337,227,83,16,red orange
reddish,#c04b46,2020-02-19 13:50:42.000000,2020-02-19 13:50:59.229505,0 days 00:00:17.229505000,17.229505,192,75,70,reddish
deep blue-black,#050505,2020-02-19 13:50:59.000000,2020-02-19 13:51:13.202647,0 days 00:00:14.202647000,14.202647,5,5,5,deep blue black
red-yellow,#c7f969,2020-02-19 13:51:13.000000,2020-02-19 13:51:32.386668,0 days 00:00:19.386668000,19.386668,199,249,105,red yellow
light colorless,#e9e2fc,2020-02-19 13:51:32.000000,2020-02-19 13:51:39.692950,0 days 00:00:07.692950000,7.69295,233,226,252,light colorless
black green,#0b010a,2020-02-19 13:51:39.000000,2020-02-19 13:51:53.276632,0 days 00:00:14.276632000,14.276632,11,1,10,black green
green,#23c81b,2020-02-19 13:52:43.000000,2020-02-19 13:53:44.957961,0 days 00:01:01.957961000,61.957961,35,200,27,green
yellow green,#ccf7a1,2020-02-19 13:53:44.000000,2020-02-19 13:54:08.192705,0 days 00:00:24.192705000,24.192705,204,247,161,yellow green
dark-blue,#022e67,2020-02-19 13:54:08.000000,2020-02-19 13:54:24.205645,0 days 00:00:16.205645000,16.205645,2,46,103,dark blue
translucent,#e9eeee,2020-02-19 13:54:24.000000,2020-02-19 13:54:49.641474,0 days 00:00:25.641474000,25.641474,233,238,238,translucent
brown yellow,#a88009,2020-02-19 13:54:49.000000,2020-02-19 13:55:19.716316,0 days 00:00:30.716316000,30.716316,168,128,9,brown yellow
brown yellow,#a88009,2020-02-19 13:54:49.000000,2020-02-19 13:55:19.764002,0 days 00:00:30.764002000,30.764002,168,128,9,brown yellow
faint pink,#fbf0fd,2020-02-19 14:04:07.000000,2020-02-19 14:04:43.337659,0 days 00:00:36.337659000,36.337659,251,240,253,faint pink
aubergine,#2f1c30,2020-02-19 14:04:43.000000,2020-02-19 14:05:43.700773,0 days 00:01:00.700773000,60.700773,47,28,48,aubergine
bright yellow,#484800,2020-02-19 14:05:44.000000,2020-02-19 14:06:27.869592,0 days 00:00:43.869592000,43.869592,72,72,0,bright yellow
pale blue,#0d3f40,2020-02-19 14:06:27.000000,2020-02-19 14:06:51.260568,0 days 00:00:24.260568000,24.260568,13,63,64,pale blue
pale brown,#ca8a1d,2020-02-19 14:06:51.000000,2020-02-19 14:07:17.704190,0 days 00:00:26.704190000,26.70419,202,138,29,pale brown
dark purplish-red,#db2ec1,2020-02-19 14:07:17.000000,2020-02-19 14:08:23.051935,0 days 00:01:06.051935000,66.051935,219,46,193,dark purplish red
bluish violet,#5b3aba,2020-02-19 14:08:05.000000,2020-02-19 14:09:36.393812,0 days 00:01:31.393812000,91.393812,91,58,186,bluish violet
deep brown,#231501,2020-02-19 14:05:43.000000,2020-02-19 14:09:45.842915,0 days 00:04:02.842915000,242.842915,35,21,1,deep brown
faint pink,#dca4da,2020-02-19 14:09:36.000000,2020-02-19 14:10:06.494300,0 days 00:00:30.494300000,30.4943,220,164,218,faint pink
whiteish colorless,#e3dad9,2020-02-19 14:08:23.000000,2020-02-19 14:10:07.230844,0 days 00:01:44.230844000,104.230844,227,218,217,whiteish colorless
wheat,#e6e258,2020-02-19 14:10:06.000000,2020-02-19 14:10:34.401252,0 days 00:00:28.401252000,28.401252,230,226,88,wheat
black brown,#351b11,2020-02-19 14:10:34.000000,2020-02-19 14:11:42.000157,0 days 00:01:08.000157000,68.000157,53,27,17,black brown
pale purple,#dc8eff,2020-02-19 14:11:42.000000,2020-02-19 14:12:15.849816,0 days 00:00:33.849816000,33.849816,220,142,255,pale purple
brown yellow,#ab8728,2020-02-19 14:09:45.000000,2020-02-19 14:13:44.906561,0 days 00:03:59.906561000,239.906561,171,135,40,brown yellow
magenta,#ff0723,2020-02-19 14:13:44.000000,2020-02-19 14:13:54.098352,0 days 00:00:10.098352000,10.098352,255,7,35,magenta
orange brown,#b8590e,2020-02-19 14:27:40.000000,2020-02-19 14:29:27.262855,0 days 00:01:47.262855000,107.262855,184,89,14,orange brown
greenish blue,#00ffb7,2020-02-19 14:29:27.000000,2020-02-19 14:30:28.648853,0 days 00:01:01.648853000,61.648853,0,255,183,greenish blue
yellowish white,#fefee8,2020-02-19 14:30:28.000000,2020-02-19 14:31:01.330998,0 days 00:00:33.330998000,33.330998,254,254,232,yellowish white
aquamarine,#0eddba,2020-02-19 14:31:01.000000,2020-02-19 14:31:25.695086,0 days 00:00:24.695086000,24.695086,14,221,186,aquamarine
violet red,#ff235b,2020-02-19 14:31:25.000000,2020-02-19 14:32:09.305418,0 days 00:00:44.305418000,44.305418,255,35,91,violet red
red,#fc0221,2020-02-19 14:47:09.000000,2020-02-19 14:47:21.628006,0 days 00:00:12.628006000,12.628006,252,2,33,red
red-black,#390805,2020-02-19 14:47:21.000000,2020-02-19 14:47:43.095072,0 days 00:00:22.095072000,22.095072,57,8,5,red black
bright yellow,#f9fb03,2020-02-19 14:47:43.000000,2020-02-19 14:47:57.638016,0 days 00:00:14.638016000,14.638016,249,251,3,bright yellow
green-black,#032403,2020-02-19 14:47:57.000000,2020-02-19 14:48:09.266428,0 days 00:00:12.266428000,12.266428,3,36,3,green black
red-orange,#cf550c,2020-02-19 14:48:09.000000,2020-02-19 14:48:29.482619,0 days 00:00:20.482619000,20.482619,207,85,12,red orange
blue violet,#402182,2020-02-19 14:51:11.000000,2020-02-19 14:51:52.506462,0 days 00:00:41.506462000,41.506462,64,33,130,blue violet
orange red,#b9553f,2020-02-19 14:51:52.000000,2020-02-19 14:53:11.851764,0 days 00:01:19.851764000,79.851764,185,85,63,orange red
dark yellow,#b18c1b,2020-02-19 14:53:11.000000,2020-02-19 14:54:35.863828,0 days 00:01:24.863828000,84.863828,177,140,27,dark yellow
whiteish colorless,#cd6c44,2020-02-19 14:54:26.000000,2020-02-19 14:54:55.574260,0 days 00:00:29.574260000,29.57426,205,108,68,whiteish colorless
light green,#7cc868,2020-02-19 14:54:35.000000,2020-02-19 14:55:00.022515,0 days 00:00:25.022515000,25.022515,124,200,104,light green
red-violet,#cc41b9,2020-02-19 14:54:55.000000,2020-02-19 14:55:21.438171,0 days 00:00:26.438171000,26.438171,204,65,185,red violet
whiteish colorless,#fafafa,2020-02-19 14:55:21.000000,2020-02-19 14:55:35.286617,0 days 00:00:14.286617000,14.286617,250,250,250,whiteish colorless
white,#f8f9f5,2020-02-19 14:55:00.000000,2020-02-19 14:55:44.300189,0 days 00:00:44.300189000,44.300189,248,249,245,white
pale pink,#fbe3f5,2020-02-19 14:55:35.000000,2020-02-19 14:55:49.286196,0 days 00:00:14.286196000,14.286196,251,227,245,pale pink
brown-yellow,#cea547,2020-02-19 14:55:49.000000,2020-02-19 14:56:06.669798,0 days 00:00:17.669798000,17.669798,206,165,71,brown yellow
yellow,#f9eb11,2020-02-19 16:05:35.000000,2020-02-19 16:06:53.091717,0 days 00:01:18.091717000,78.091717,249,235,17,yellow
light-purple,#b067e2,2020-02-19 16:06:53.000000,2020-02-19 16:07:06.927443,0 days 00:00:13.927443000,13.927443,176,103,226,light purple
translucent,#0883D7,2020-02-19 16:07:06.000000,2020-02-19 16:07:11.067042,0 days 00:00:05.067042000,5.067042,8,131,215,translucent
yellow-green,#d6ec65,2020-02-19 16:07:11.000000,2020-02-19 16:07:36.357265,0 days 00:00:25.357265000,25.357265,214,236,101,yellow green
gold,#d5b12b,2020-02-19 16:07:36.000000,2020-02-19 16:07:46.732963,0 days 00:00:10.732963000,10.732963,213,177,43,gold
yellow-green,#d1e84d,2020-02-19 16:07:54.000000,2020-02-19 16:08:20.906689,0 days 00:00:26.906689000,26.906689,209,232,77,yellow green
blue violet,#434fc0,2020-02-19 16:08:20.000000,2020-02-19 16:08:32.784565,0 days 00:00:12.784565000,12.784565,67,79,192,blue violet
deep brown,#514632,2020-02-19 16:08:32.000000,2020-02-19 16:09:00.634929,0 days 00:00:28.634929000,28.634929,81,70,50,deep brown
light yellow,#edf579,2020-02-19 16:09:00.000000,2020-02-19 16:09:24.368865,0 days 00:00:24.368865000,24.368865,237,245,121,light yellow
green-black,#2a422a,2020-02-19 16:09:24.000000,2020-02-19 16:09:37.584945,0 days 00:00:13.584945000,13.584945,42,66,42,green black
purple,#7f01b9,2020-02-19 16:30:34.000000,2020-02-19 16:31:01.854725,0 days 00:00:27.854725000,27.854725,127,1,185,purple
flavescens,#DF62E2,2020-02-19 16:31:02.000000,2020-02-19 16:31:08.775531,0 days 00:00:06.775531000,6.775531,223,98,226,flavescens
dark red,#530102,2020-02-19 16:31:08.000000,2020-02-19 16:31:17.696566,0 days 00:00:09.696566000,9.696566,83,1,2,dark red
pale purple,#b37ef7,2020-02-19 16:31:17.000000,2020-02-19 16:31:45.002536,0 days 00:00:28.002536000,28.002536,179,126,247,pale purple
greenish green,#077d16,2020-02-19 16:31:45.000000,2020-02-19 16:31:58.305892,0 days 00:00:13.305892000,13.305892,7,125,22,greenish green
dark pink,#5e005d,2020-02-19 16:32:05.000000,2020-02-19 16:32:17.114617,0 days 00:00:12.114617000,12.114617,94,0,93,dark pink
sky blue,#63afff,2020-02-19 16:32:17.000000,2020-02-19 16:32:40.972509,0 days 00:00:23.972509000,23.972509,99,175,255,sky blue
yellow,#fff800,2020-02-19 16:32:40.000000,2020-02-19 16:32:52.070367,0 days 00:00:12.070367000,12.070367,255,248,0,yellow
purple,#3a009f,2020-02-19 16:32:52.000000,2020-02-19 16:33:05.370509,0 days 00:00:13.370509000,13.370509,58,0,159,purple
magenta,#ff00d4,2020-02-19 16:33:05.000000,2020-02-19 16:33:22.705459,0 days 00:00:17.705459000,17.705459,255,0,212,magenta
black brown,#232624,2020-02-19 17:01:07.000000,2020-02-19 17:01:34.662999,0 days 00:00:27.662999000,27.662999,35,38,36,black brown
light green,#b6cda0,2020-02-19 17:01:34.000000,2020-02-19 17:01:49.967347,0 days 00:00:15.967347000,15.967347,182,205,160,light green
white,#fefefe,2020-02-19 17:01:49.000000,2020-02-19 17:02:31.987726,0 days 00:00:42.987726000,42.987726,254,254,254,white
black red,#6e0f0f,2020-02-19 17:02:31.000000,2020-02-19 17:02:52.566085,0 days 00:00:21.566085000,21.566085,110,15,15,black red
greenish blue,#66d9b7,2020-02-19 17:02:52.000000,2020-02-19 17:03:11.093820,0 days 00:00:19.093820000,19.09382,102,217,183,greenish blue
brown yellow,#f7d162,2020-02-19 17:47:09.000000,2020-02-19 17:49:03.403879,0 days 00:01:54.403879000,114.403879,247,209,98,brown yellow
wheat,#f4c93b,2020-02-19 17:49:03.000000,2020-02-19 17:50:04.869132,0 days 00:01:01.869132000,61.869132,244,201,59,wheat
buff,#b1b5bd,2020-02-19 17:50:04.000000,2020-02-19 17:52:16.388708,0 days 00:02:12.388708000,132.388708,177,181,189,buff
yellowish,#f7dc4b,2020-02-19 17:52:16.000000,2020-02-19 17:52:50.821232,0 days 00:00:34.821232000,34.821232,247,220,75,yellowish
whiteish colorless,#f4f5f8,2020-02-19 17:52:50.000000,2020-02-19 17:53:32.414091,0 days 00:00:42.414091000,42.414091,244,245,248,whiteish colorless
glaucous,#264041,2020-02-19 20:54:19.000000,2020-02-19 20:55:19.834305,0 days 00:01:00.834305000,60.834305,38,64,65,glaucous
beige,#9a5d10,2020-02-19 20:55:19.000000,2020-02-19 20:55:31.701281,0 days 00:00:12.701281000,12.701281,154,93,16,beige
pink,#e6078d,2020-02-19 20:55:31.000000,2020-02-19 20:55:42.480489,0 days 00:00:11.480489000,11.480489,230,7,141,pink
colorless,#d9ced2,2020-02-19 20:55:42.000000,2020-02-19 20:55:50.256295,0 days 00:00:08.256295000,8.256295,217,206,210,colorless
pale brown,#6b3416,2020-02-19 20:55:50.000000,2020-02-19 20:55:58.584526,0 days 00:00:08.584526000,8.584526,107,52,22,pale brown
deep yellow,#f3ea23,2020-02-19 22:39:03.000000,2020-02-19 22:39:39.935507,0 days 00:00:36.935507000,36.935507,243,234,35,deep yellow
violet red,#f35285,2020-02-19 22:39:39.000000,2020-02-19 22:40:10.225343,0 days 00:00:31.225343000,31.225343,243,82,133,violet red
white,#fbf7f7,2020-02-19 22:40:10.000000,2020-02-19 22:40:52.515197,0 days 00:00:42.515197000,42.515197,251,247,247,white
orange brown,#905203,2020-02-19 22:40:52.000000,2020-02-19 22:41:11.580884,0 days 00:00:19.580884000,19.580884,144,82,3,orange brown
pale purple,#dab2e8,2020-02-19 22:41:11.000000,2020-02-19 22:41:22.675441,0 days 00:00:11.675441000,11.675441,218,178,232,pale purple
red-yellow,#ff8742,2020-02-20 07:44:42.000000,2020-02-20 07:46:14.875344,0 days 00:01:32.875344000,92.875344,255,135,66,red yellow
ruby red,#d53005,2020-02-20 07:46:14.000000,2020-02-20 07:46:32.056647,0 days 00:00:18.056647000,18.056647,213,48,5,ruby red
black purple,#480064,2020-02-20 07:46:32.000000,2020-02-20 07:46:45.495562,0 days 00:00:13.495562000,13.495562,72,0,100,black purple
bright yellow,#fbffaa,2020-02-20 07:46:45.000000,2020-02-20 07:46:55.230923,0 days 00:00:10.230923000,10.230923,251,255,170,bright yellow
deep-blue,#002d9c,2020-02-20 07:46:55.000000,2020-02-20 07:47:05.429537,0 days 00:00:10.429537000,10.429537,0,45,156,deep blue
grass green,#41c730,2020-02-20 08:44:28.000000,2020-02-20 08:44:41.325487,0 days 00:00:13.325487000,13.325487,65,199,48,grass green
jonquil,#f6f031,2020-02-20 08:44:41.000000,2020-02-20 08:44:48.309467,0 days 00:00:07.309467000,7.309467,246,240,49,jonquil
yellow,#f7f70f,2020-02-20 08:44:48.000000,2020-02-20 08:44:55.908885,0 days 00:00:07.908885000,7.908885,247,247,15,yellow
deep-blue,#1e0dc2,2020-02-20 08:44:28.000000,2020-02-20 08:45:01.491526,0 days 00:00:33.491526000,33.491526,30,13,194,deep blue
red-yellow,#fcb605,2020-02-20 08:44:55.000000,2020-02-20 08:45:07.554496,0 days 00:00:12.554496000,12.554496,252,182,5,red yellow
lilac,#9e60d7,2020-02-20 08:45:01.000000,2020-02-20 08:45:09.338588,0 days 00:00:08.338588000,8.338588,158,96,215,lilac
golden yellow,#f4d808,2020-02-20 08:45:09.000000,2020-02-20 08:45:22.795786,0 days 00:00:13.795786000,13.795786,244,216,8,golden yellow
blue violet,#947ff2,2020-02-20 08:45:07.000000,2020-02-20 08:45:24.130802,0 days 00:00:17.130802000,17.130802,148,127,242,blue violet
black green,#334333,2020-02-20 08:45:33.000000,2020-02-20 08:45:43.368498,0 days 00:00:10.368498000,10.368498,51,67,51,black green
reddish purple,#c0b8ba,2020-02-20 08:45:22.000000,2020-02-20 08:45:44.778431,0 days 00:00:22.778431000,22.778431,192,184,186,reddish purple
white,#ffffff,2020-02-20 08:45:44.000000,2020-02-20 08:45:51.049180,0 days 00:00:07.049180000,7.04918,255,255,255,white
red-violet,#a01572,2020-02-20 08:45:43.000000,2020-02-20 08:45:52.282212,0 days 00:00:09.282212000,9.282212,160,21,114,red violet
lilac,#f58b9e,2020-02-20 08:45:52.000000,2020-02-20 08:45:58.491766,0 days 00:00:06.491766000,6.491766,245,139,158,lilac
red brown,#84380a,2020-02-20 08:45:58.000000,2020-02-20 08:46:07.832924,0 days 00:00:09.832924000,9.832924,132,56,10,red brown
pale violet,#d7b4e1,2020-02-20 08:46:07.000000,2020-02-20 08:46:14.399217,0 days 00:00:07.399217000,7.399217,215,180,225,pale violet
dark-blue,#03037e,2020-02-20 08:47:17.000000,2020-02-20 08:47:41.660438,0 days 00:00:24.660438000,24.660438,3,3,126,dark blue
yellowish white,#f0fb96,2020-02-20 08:47:41.000000,2020-02-20 08:48:10.434840,0 days 00:00:29.434840000,29.43484,240,251,150,yellowish white
pale green,#81d366,2020-02-20 08:48:10.000000,2020-02-20 08:48:26.611635,0 days 00:00:16.611635000,16.611635,129,211,102,pale green
deep yellow,#f9ff00,2020-02-20 08:48:26.000000,2020-02-20 08:48:44.241368,0 days 00:00:18.241368000,18.241368,249,255,0,deep yellow
straw yellow,#c2c008,2020-02-20 08:48:44.000000,2020-02-20 08:49:13.344267,0 days 00:00:29.344267000,29.344267,194,192,8,straw yellow
yellow-red,#e45f18,2020-02-20 08:56:05.000000,2020-02-20 08:56:35.112425,0 days 00:00:30.112425000,30.112425,228,95,24,yellow red
dark purplish-red,#ec1e9f,2020-02-20 08:56:35.000000,2020-02-20 08:56:55.981452,0 days 00:00:20.981452000,20.981452,236,30,159,dark purplish red
pale brown,#e38021,2020-02-20 08:56:55.000000,2020-02-20 08:57:11.583466,0 days 00:00:16.583466000,16.583466,227,128,33,pale brown
translucent,#f3f6f7,2020-02-20 08:57:11.000000,2020-02-20 08:57:18.782992,0 days 00:00:07.782992000,7.782992,243,246,247,translucent
yellow,#f1cf2e,2020-02-20 08:57:18.000000,2020-02-20 08:57:32.975244,0 days 00:00:14.975244000,14.975244,241,207,46,yellow
purple red,#a91f2a,2020-02-20 08:58:04.000000,2020-02-20 08:58:31.874763,0 days 00:00:27.874763000,27.874763,169,31,42,purple red
courless,#000000,2020-02-20 08:58:31.000000,2020-02-20 08:58:51.410267,0 days 00:00:20.410267000,20.410267,0,0,0,courless
pale blue,#aedbf8,2020-02-20 08:58:51.000000,2020-02-20 08:59:01.721156,0 days 00:00:10.721156000,10.721156,174,219,248,pale blue
